country,year,abaca__manila_hemp__raw_yield,agave_fibres__raw__n_e_c__yield,almond_yield,apples_yield,apricots_yield,areca_nuts_yield,artichokes_yield,asparagus_yield,avocados_yield,bambara_beans__dry_yield,banana_yield,barley_yield,bean_yield,beans__green_yield,blueberries_yield,broad_beans_and_horse_beans__green_yield,broad_beans_yield,buckwheat_yield,cabbages_yield,canary_seed_yield,carrots_and_turnips_yield,cashew_nuts_yield,cashewapple_yield,cassava_leaves_yield,cassava_yield,castor_oil_seed_yield,cauliflowers_and_broccoli_yield,cereals_n_e_c__yield,cereal_yield,cherries_yield,chestnut_yield,chickpeas_yield,chicory_roots_yield,chillies_and_peppers__green__capsicum_spp__and_pimenta_spp__yield,chillies_and_peppers_yield,cinnamon_and_cinnamon_tree_flowers__raw_yield,citrus_fruit_yield,cloves__whole_stems__raw_yield,cocoa_yield,coconuts_yield,coffee_yield,cow_peas_yield,cranberries_yield,cucumbers_and_gherkins_yield,currants_yield,dates_yield,edible_roots_and_tubers_with_high_starch_or_inulin_content__n_e_c__fresh_yield,eggplants_yield,fibre_crops__fibre_equivalent_yield,fibre_crops_yield,figs_yield,flax__raw_or_retted_yield,fonio_yield,fruit_yield,garlic_yield,ginger__raw_yield,gooseberries_yield,grapefruit_yield,grapes_yield,green_maize_yield,groundnut_yield,hazelnuts_yield,hempseed_yield,herbs__e_g__fennel__yield,hop_cones_yield,jojoba_seeds_yield,jute_yield,kapok_fruit_yield,karite_nuts_yield,kenaf__and_other_textile_bast_fibres__raw_or_retted_yield,kiwi_yield,kola_nuts_yield,leeks_yield,lemons_and_limes_yield,lentils_yield,lettuce_yield,linseed_yield,locust_beans__carobs__yield,lupins_yield,maize_yield,mangoes_yield,mate_leaves_yield,melon_yield,melonseed_yield,millet_yield,mixed_grains_yield,mustard_seed_yield,natural_rubber_in_primary_forms_yield,nutmeg__mace__cardamoms__raw_yield,oats_yield,oilcrops__cake_equivalent_yield,oilcrops__oil_equivalent_yield,okra_yield,olives_yield,onions_and_shallots__green_yield,onions_yield,orange_yield,other_berries_and_fruits_of_the_genus_vaccinium_n_e_c__yield,other_citrus_fruit__n_e_c__yield,other_fruits__n_e_c__yield,other_nuts__excluding_wild_edible_nuts_and_groundnuts__in_shell__n_e_c__yield,other_oil_seeds__n_e_c__yield,other_pome_fruits_yield,other_pulses_n_e_c__yield,other_stimulant__spice_and_aromatic_crops__n_e_c__yield,other_stone_fruits_yield,other_sugar_crops_n_e_c__yield,other_tropical_fruits__n_e_c__yield,other_vegetables__fresh_n_e_c__yield,oilpalm_yield,papayas_yield,peaches_and_nectarines_yield,pears_yield,pea_yield,peas__green_yield,pepper_yield,peppermint__spearmint_yield,persimmons_yield,pigeon_peas_yield,pineapples_yield,pistachios_yield,plantains_yield,plums_yield,poppy_seeds_yield,potato_yield,pulses_yield,pumpkins__squash_and_gourds_yield,pyrethrum__dried_flowers_yield,quinces_yield,quinoa_yield,ramie__raw_or_retted_yield,rapeseed_yield,raspberries_yield,rice_yield,roots_and_tubers_yield,rye_yield,safflower_seed_yield,cotton_yield,sesame_seed_yield,sisal__raw_yield,sorghum_yield,sour_cherries_yield,soybean_yield,spinach_yield,strawberries_yield,string_beans_yield,sugarbeet_yield,sugarcane_yield,sugar_crops_yield,sunflower_yield,sweet_potatoes_yield,tallowtree_seeds_yield,tangerines_yield,taro_yield,tea_yield,tobacco_yield,tomato_yield,treenuts_yield,triticale_yield,true_hemp__raw_or_retted_yield,tung_nuts_yield,vanilla__raw_yield,vegetables_yield,vetches_yield,walnuts_yield,watermelons_yield,wheat_yield,yams_yield,yautia_yield,barley_attainable_yield,cassava_attainable_yield,cotton_attainable_yield,groundnut_attainable_yield,maize_attainable_yield,millet_attainable_yield,oilpalm_attainable_yield,potato_attainable_yield,rapeseed_attainable_yield,rice_attainable_yield,rye_attainable_yield,sorghum_attainable_yield,soybean_attainable_yield,sugarbeet_attainable_yield,sugarcane_attainable_yield,sunflower_attainable_yield,wheat_attainable_yield,barley_yield_gap,cassava_yield_gap,cotton_yield_gap,groundnut_yield_gap,maize_yield_gap,millet_yield_gap,oilpalm_yield_gap,potato_yield_gap,rapeseed_yield_gap,rice_yield_gap,rye_yield_gap,sorghum_yield_gap,soybean_yield_gap,sugarbeet_yield_gap,sugarcane_yield_gap,sunflower_yield_gap,wheat_yield_gap
World,1971,0.6982,1.0697,0.63549995,9.504499,5.5976,0.6807,10.1733,3.7926,9.3536,0.6904,12.1143,1.9397,0.5413,5.4522,2.5956,5.3950996,1.0495,0.7493,20.618,0.68119997,18.665699,0.5154,4.539,,8.3633995,0.58849996,13.6306,0.6272,1.8922,8.899099,4.2711997,0.6472,20.522299,8.816299,0.9522,0.4897,13.212999,0.29,0.3705,4.0861,0.5141,0.22459999,11.247399,11.5847,28.822699,7.0649,4.6535997,11.493,0.44349998,0.5703,2.7408,,0.7115,8.5813,6.9789996,2.6166,4.3743,27.601099,6.0024,5.8479,0.9292,0.9244,0.2672,0.75589997,1.2947999,,1.1912999,1.2954,1.8514999,0.8321,4.717,1.6752,13.0491,13.236899,0.6109,17.5305,0.5191,2.2314,0.8434,2.6534,8.6693,45.1279,13.2584,0.48049998,0.6835,2.6639,0.5001,0.61689997,0.1859,1.8586999,0.5589,0.2777,3.9017,2.1278,13.4941,12.799399,15.4751,6.3494,3.8818998,7.6036997,4.9305,1.2355,,0.57019997,0.86829996,5.1008,6.5934,6.9501,9.6616,4.9272,11.8459,9.3874,10.9418,1.1532,6.4189997,0.5451,13.757299,4.3827,0.69619995,11.8903,0.91279995,5.9142,9.1776,0.7549,13.7155,0.6719,8.136499,0.2357,6.6963,0.5686,1.5095999,0.89779997,5.4154997,2.3618999,11.1566,1.5856999,0.8063,1.0673,0.31829998,0.9058,1.2350999,6.6506996,1.5188999,13.746099,8.9534,5.5786,29.915699,52.653698,43.055298,1.1408,11.1914,,12.5568,4.599,0.7532,1.2287999,19.872,1.107,,0.625,8.691299,0.1988,11.3626995,1.2468,4.3027997,12.0102,1.6244999,7.4553,6.1865997,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.1402998,8.7166,1.5827001,1.3408,4.7366,0.53650004,14.5828,15.7045,1.2121999,3.2881002,2.7343001,1.0449001,1.2911,30.8843,38.786304,0.67920005,3.0155
World,1972,0.7769,1.1018,0.72499996,8.5479,5.3181,0.7073,10.764199,3.5583,9.0257,0.7546,11.7824,1.8227999,0.5406,5.5193,2.5672998,5.0867,1.0472,0.65999997,20.2663,0.7497,18.4833,0.5256,4.6942,,8.4218,0.576,13.8568,0.6403,1.8582,7.4234996,4.3069,0.64059997,18.0658,8.3595,0.9712,0.47689998,13.954499,0.2796,0.3514,4.2359,0.5111,0.22299999,10.3399,11.540899,28.057798,6.7651997,4.7118998,10.9869995,0.4576,0.6178,2.5447,,0.71169996,8.3646,6.6912,2.7688,4.3796,27.9879,5.5285997,5.9452,0.8121,0.9456,0.2714,0.70199996,1.3567,,1.2912999,1.1243,1.7940999,0.85099995,4.7416997,1.5288,13.2655,13.0109,0.6236,17.4723,0.4385,2.2401,0.7606,2.6866999,8.7409,40.9772,13.3684,0.6134,0.5861,2.6262999,0.38169998,0.6123,0.1741,1.6369,0.54789996,0.2671,4.0724998,2.1462998,13.299399,12.4669,16.0338,6.8183,3.9859,7.5994997,4.2511,1.3145,,0.55579996,0.9766,5.5997,5.8044,7.0018997,9.5083,5.1931996,11.591,9.2965,10.066199,1.0573,6.3192,0.5766,9.6328,4.9955,0.6967,12.348599,1.1686,5.9434,9.1723995,0.6968,13.4099,0.6659,8.1265,0.3181,6.8552,0.6114,1.5109999,0.7754,5.5172,2.3244998,10.7329,1.5705999,0.6778,1.0972999,0.29,0.86579996,1.2070999,7.9122996,1.4896,13.3961,9.0349,5.4131,30.1656,52.350597,42.6293,1.0709,10.0623,,14.9691,4.3985,0.7802,1.2579,19.489399,1.1223999,,0.6101,10.7604,0.1545,11.2102995,1.0904,3.865,11.0907,1.6046,7.1538997,5.2595997,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.2572,8.6582,1.5527002,1.4579,4.7033,0.63390005,14.316801,16.010101,1.3346,3.3255002,2.7494001,1.0729,1.3204,30.6344,39.089405,0.7491001,3.0354
World,1973,0.7446,1.1472,0.6094,9.5559,5.9828997,0.6787,10.2613,3.5546,8.7796,0.67069995,11.1595,1.9372,0.54539996,5.5934997,2.7112,5.0339,1.0160999,0.8612,21.7488,0.8214,19.2568,0.5494,4.7353,,8.1703,0.6063,13.427199,0.742,1.9404,8.5682,4.5347,0.6451,19.442,8.644899,0.99429995,0.473,13.769099,0.3261,0.32479998,3.9201999,0.47149998,0.2026,10.313499,11.757899,26.022099,7.1527996,4.8041,11.570499,0.48439997,0.67149997,3.0026,,0.70379996,8.915,7.0455,2.8035998,4.185,27.3104,6.9797997,6.1527,0.8735,1.1017,0.28219998,0.6408,1.4756,,1.3015,1.1237999,1.78,0.8922,4.9295,1.5769999,14.014899,14.1565,0.5568,17.9243,0.4443,2.3658,0.8556,2.7217,8.6384,45.1787,13.153299,0.641,0.69769996,2.6243,0.6552,0.64169997,0.1909,1.6726999,0.6145,0.2839,4.2489,2.1246,12.9242,12.8406,15.469199,6.6376,4.0632,7.7731,4.9342,1.2429,,0.5259,0.9831,6.0112996,6.0899,7.1763,9.7239,5.3082,11.6755,9.4616995,10.5336,1.1215999,6.4768,0.5973,9.444099,5.9072,0.7693,11.4058,0.77059996,6.0818,9.0454,0.6842,15.2883,0.66929996,8.3552,0.2732,6.3975,0.6555,1.2487999,0.8269,6.2325997,2.4524,12.0261,1.7547,0.7169,1.1647999,0.3085,0.9069,1.3033,7.3651,1.5850999,13.486799,9.4415,5.6085997,30.6738,53.836,43.76,1.2616,12.4424,,14.0763,4.5875998,0.75769997,1.2651,20.3704,1.15,,0.6293,15.684999,0.13239999,11.5953,1.1486,4.9462,11.223499,1.6836,7.1762,5.5203,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.1427999,8.9097,1.4852002,1.3965,4.6682997,0.52230006,14.2018,14.1317005,1.2830999,3.1976001,2.5653002,0.97669995,1.2249,30.1262,37.604004,0.55840003,2.9564
World,1974,0.76409996,1.1847,0.7984,8.8948,5.5372,0.73609996,10.6692,3.6882,8.3417,0.6691,11.476,1.9525,0.53389996,5.7091,2.7443,5.4076,1.0715,0.88079995,21.725399,0.8052,19.055899,0.522,4.7627,,8.1676,0.5966,13.905399,0.74439996,1.8925999,7.3307996,4.042,0.5649,16.102999,8.688,0.9949,0.48189998,14.261,0.3459,0.3538,3.6448998,0.5315,0.3513,10.7303,11.613999,26.3093,6.8567,4.9138,11.7978,0.4784,0.7073,3.1220999,,0.7453,8.8245,7.1225996,2.8316998,4.692,27.2442,6.7184997,6.2212996,0.9446,1.0746,0.3008,0.6462,1.3719,,1.2228999,1.0054,1.7753999,0.85749996,6.5976,1.6808,14.504999,13.930699,0.6071,17.9156,0.38279998,2.1896,0.83769995,2.5565,8.7086,36.645798,13.637,1.0333999,0.6554,2.6964998,0.6533,0.6356,0.19489999,1.6818,0.5758,0.2767,4.2798,2.0217,13.2653,13.234699,16.4625,6.7254996,4.1242,7.8992996,3.731,1.2559999,,0.5384,1.1349,5.7448,5.5681996,7.1358,9.7928,5.5738,10.910399,9.6915,9.8209,1.2217,6.9501,0.6288,8.8973,4.7334,0.5399,11.634399,1.1575999,6.0888,8.570499,0.784,14.128099,0.6691,8.5147,0.2579,6.6141996,0.6634,1.3216,0.8312,5.5385,2.4250998,11.3045,1.74,0.67249995,1.1876999,0.2942,0.9479,1.2751,6.8413,1.4079,13.988199,9.5405,5.7648,28.6327,54.349697,43.538597,1.2013,11.3057995,,14.0102,4.4407,0.7269,1.3474,20.9837,1.1169,,0.6099,11.2806,0.18949999,11.793699,1.2377,4.2269998,11.8329,1.6155,8.7217,5.5478997,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.1275,8.9124,1.4623002,1.3254,4.8335,0.56460005,13.9362,15.291901,1.2787999,3.2249002,2.5800002,1.0049,1.4021,32.167297,37.090305,0.6187,3.0245
World,1975,0.766,1.1805999,0.68829995,9.4562,5.7170997,0.72029996,10.796499,3.5224,8.3765,0.68869996,11.5953,1.6976999,0.5491,5.6345,2.7352,5.6019998,1.0652,0.8983,22.439999,0.803,18.3377,0.4754,3.8363,,8.5981,0.5711,13.6535,0.7284,1.9125999,7.9402,3.8541,0.5909,20.4494,8.2673,1.0136,0.5555,14.417299,0.24919999,0.3581,4.1459,0.51159996,0.3159,10.1593,11.9319,27.3438,7.3423996,5.0655,11.749599,0.4644,0.70519996,3.1411,,0.7902,8.8849,7.1516,2.8107,4.2469,25.791899,6.3729997,6.3863997,0.956,1.252,0.30769998,0.62869996,1.3018999,,1.4363999,0.9522,1.7716,0.9008,4.3327,1.6962,13.9902,15.4386,0.5987,18.009699,0.4376,2.1711,0.6376,2.8132,8.509,38.3574,14.2293,1.0900999,0.66459996,2.5525,0.35549998,0.6303,0.1945,1.5517,0.6362,0.2974,4.3304,2.4691,13.4567995,12.920799,16.3844,6.7811,4.1598,7.7827997,4.6573,1.1164,,0.5509,1.1273,5.6517997,5.9124,7.0892997,9.884399,5.9255,11.542399,8.7816,9.7926,0.97889996,6.5406,0.6306,8.6875,4.8314,0.7108,14.6587,1.0867,6.1373997,8.5779,0.6617,13.623199,0.6401,8.8276,0.2232,6.7416,0.7191,1.1754,0.8867,6.3297,2.5186,11.3421,1.5139999,0.7818,1.1134,0.29659998,0.8577,1.3206999,7.1495,1.6574,14.083699,9.027699,5.4839997,27.788198,53.7623,42.4515,1.0679,11.748899,,14.4697,4.3332,0.71489996,1.3115,21.305899,1.1057999,2.5695999,0.5832,10.7973995,0.19929999,11.8688,0.8071,4.4142,12.6215,1.5701,9.203199,5.4683,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.3823,8.4819,1.5366001,1.314,4.5768,0.5554001,13.5845,15.796801,1.2233,3.1314,2.8060002,0.95930004,1.1525999,33.011803,37.677704,0.7521001,3.0699
World,1976,0.6023,1.1748999,0.82729995,9.2209,6.6046,0.7417,10.3467,3.7026,8.3586,0.6652,12.0778,2.0558,0.5286,5.5888,2.7061,5.1478,1.0775,0.9686,23.9387,0.6789,18.225899,0.4716,4.4934998,,8.844399,0.4971,13.585099,0.7299,2.0259,8.3155,3.9536998,0.68759996,16.6705,8.0673,0.9284,0.54499996,14.5503,0.2817,0.3171,4.3350997,0.4443,0.29549998,11.721499,11.9087,21.8818,6.6605,5.3420997,11.3379,0.46249998,0.74759996,3.0960999,,0.7879,8.9858,7.2022,2.981,5.0032997,28.1512,6.435,6.614,0.9062,1.0454,0.2992,0.6089,1.2708,,1.3132,0.90639997,1.8295,0.9385,4.9238,1.5407,12.8678,13.6058,0.63989997,18.1426,0.4152,2.3522,0.6981,2.8371,8.41,38.063698,14.004499,1.1129,0.6835,2.4543,0.5534,0.6631,0.19739999,1.7078999,0.604,0.2893,4.2778,1.9474,13.0626,13.4172,16.907,6.8424997,4.1705,7.8359,3.8874998,0.9633,,0.5593,1.0433999,5.947,6.0439997,6.9297,10.1532,5.9149,12.3619995,10.3761,11.1109,1.3612,6.0842,0.7518,10.1814995,4.5361,0.76129997,16.2433,0.7985,5.7395997,9.5601,0.6666,14.3123,0.7071,8.7624,0.18429999,6.2475,0.6638,1.1251999,0.88689995,5.4472,2.4508998,11.5738,1.7175,0.59419996,1.1058999,0.2886,0.7301,1.3038,7.1619,1.5443,14.0653,9.3581,5.482,31.4273,54.6476,44.453598,1.0849,11.495999,,13.7275,4.2629,0.7129,1.3076999,20.5958,1.1263,3.1501,0.5994,9.1507,0.1078,12.0091,1.2312,4.3803,12.6977,1.7910999,8.3274,5.5681996,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.0242,8.2356,1.5441002,1.3638,4.5529,0.53650004,13.5951,15.1077,1.2231,3.1991003,2.6025002,0.9762,1.2657,29.3727,36.792404,0.73510003,2.8488998
World,1977,0.6353,1.2183,0.7169,8.839499,5.5394998,0.7561,9.7937,3.6646,7.811,0.657,12.501699,1.9073,0.5448,5.8315,2.8753998,5.1731,1.0524,0.8258,23.3244,0.66459996,20.2795,0.4784,4.4704,,8.9354,0.5945,13.529599,0.75,2.0253,6.7801,3.5075,0.6814,20.9835,8.7088995,1.0416,0.6174,14.916599,0.346,0.3274,4.0037,0.4895,0.3184,10.5834,12.649799,22.911798,8.0942,5.6333,11.526199,0.47349998,0.7554,2.9054,,0.7719,8.7543,7.2209997,3.1617,4.8403,29.4051,5.7314997,6.9911,0.9526,1.14,0.2923,0.70989996,1.4438,,1.2742,0.9432,1.7828,0.91179997,4.7384,1.5999999,13.712199,14.828199,0.6112,18.4382,0.49969998,1.9612,0.81979996,2.9668,8.5138,35.3215,13.868799,1.073,0.6597,2.5595999,0.49859998,0.67219996,0.227,1.6890999,0.67759997,0.3051,4.2957997,2.2145998,13.915999,13.876499,16.8794,6.3264,4.2246,7.7781,4.7230997,1.1524999,,0.4937,0.8576,5.21,6.4716997,6.9272,10.459499,5.9858,13.451799,9.1048,9.7444,1.1567,6.7362,0.7284,12.0199995,4.6284,0.6619,15.8736,1.0791,5.7068,9.0273,0.6281,14.656699,0.6823,9.1052,0.161,5.9934998,0.46989998,1.0013,0.87399995,5.6589,2.5718,11.7744,1.5983,0.7366,1.1589999,0.3042,0.7531,1.4115,7.5312996,1.7560999,14.078799,10.2463,5.8268,31.6456,56.4007,45.9958,1.1956999,11.5603,,15.0464,4.6154,0.7679,1.2574999,20.6693,1.1079999,2.6232,0.6125,9.7073,0.1498,12.3405,1.1903,4.2295,12.7371,1.6724,8.626599,6.1724997,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.1727,8.1446,1.4910002,1.3174,4.4231997,0.56030005,13.5242,14.763301,1.236,3.0782,2.7217002,0.8685,1.0539,29.1544,35.039303,0.6243001,2.9675999
World,1978,0.5448,1.1725,0.7834,9.347799,5.8018,0.8265,10.9464,3.4215,7.7827997,0.7378,12.867399,2.1756,0.55509996,5.8375998,2.7747,5.2809,1.1826,0.9101,24.843199,0.8508,20.3799,0.4712,5.3057,,9.0442,0.616,13.7211,0.84529996,2.2126,7.4663,3.4966,0.6771,24.975899,8.6757,1.0323,0.61399996,14.7671995,0.21059999,0.32639998,3.9833,0.5025,0.361,11.879499,11.6727,22.6871,7.0076,6.111,11.405399,0.464,0.7705,2.8544998,,0.7535,8.9952,6.7781,4.1232,4.4762,29.331299,6.1773,7.2777996,0.9708,1.2004,0.285,0.6332,1.2358,,1.3649,0.8361,1.7468,1.0081999,4.4200997,1.6179,13.0533,13.9572,0.589,18.1533,0.5147,2.3149,0.7942,3.1555998,8.517099,29.702099,13.9157,1.0277,0.7281,2.7172,0.6339,0.6762,0.2313,1.7865,0.6601,0.3047,4.2427,2.358,14.0077,14.0947,16.8199,6.8787,4.2699,7.9066997,4.9722,1.2587,,0.5033,0.9788,5.8431997,7.0954,7.1651998,10.5422,6.6692996,12.9925995,9.625,10.4972,1.4045,6.5323997,0.866,11.5889,5.3612,0.71919996,15.9456,0.7984,5.8701,9.3769,0.63809997,15.202399,0.71389997,9.2893,0.17539999,6.2249,0.4815,0.81589997,0.94699997,5.8157,2.6843,12.1205,1.9161999,0.7754,1.099,0.3111,0.71279997,1.4176999,7.3311996,1.6264,15.8013,10.393,5.6784,31.2601,56.567997,46.316097,1.125,11.920199,,14.845099,4.4021,0.7639,1.3113999,21.633299,1.1435,2.5837998,0.5402,9.785999,0.1564,12.5784,0.8932,4.1857,12.1248,1.9327999,8.9115,8.3755,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,1.9043999,8.0358,1.5510001,1.2992,4.2344,0.49190003,12.8407,14.217601,1.1629999,2.9657001,2.4038002,0.86230004,1.1836,29.5399,34.872005,0.69500005,2.7072
World,1979,0.63839996,1.1683999,0.69879997,9.6772995,6.3378997,0.81729996,9.052899,3.5800998,7.6127996,0.7416,12.9369,1.8519,0.551,6.0790997,3.0253,5.494,1.1827999,1.0024999,23.2008,0.8732,19.6806,0.43429998,3.3069,,9.0067,0.6202,13.5008,0.81759995,2.1761,9.0526,3.7477999,0.72179997,19.2321,8.7765,1.0024999,0.54829997,14.5392,0.16659999,0.3583,3.6474998,0.5082,0.4046,11.924299,12.6092,24.2902,7.3283,6.1015,11.703199,0.501,0.79899997,3.0702999,,0.7328,9.535299,7.0565,3.9385,4.7028,27.380299,7.5225,7.4265,0.9773,1.1218,0.3067,0.6418,1.3496,,1.3860999,0.7928,1.7569,0.97029996,5.3208,1.6214,13.0841,13.5956,0.566,18.3781,0.4804,2.4329,0.5358,3.3846998,8.7689,29.4245,14.3949995,1.1592,0.6512,2.5194,0.48439997,0.6757,0.23519999,1.6297,0.7154,0.31599998,4.302,2.024,15.9487,14.2301,17.107199,7.0859,4.1404,7.718,4.5632997,1.3458999,,0.48819998,1.1863999,6.0923,7.0099998,7.3111997,10.7008,6.5741997,13.015599,10.627299,10.6033,0.98969996,6.8511996,0.74899995,13.6366,6.3585,0.70229995,16.4466,0.4218,5.4084,11.425799,0.5675,15.4955,0.67289996,9.691299,0.2597,7.4312997,0.536,1.0265,0.8962,5.7455997,2.6590998,12.231999,1.5873,0.7506,1.2271999,0.29299998,0.7452,1.4819,7.2509,1.7492,13.7402,10.6925,5.9783998,29.8725,56.0867,45.6716,1.2434,11.8924,,14.9502,4.4821,0.7761,1.3267,22.3783,1.0878,2.6481,0.5426,8.3596,0.1426,12.7223,0.90019995,4.5446,13.3692,1.8521999,8.4302,7.6927996,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.2280998,8.0733,1.4228002,1.2927,4.0053,0.56880003,12.935801,13.9245,1.2138,2.9909003,2.7327003,0.7981,1.0608,30.9275,35.353302,0.5766001,2.7877998
World,1980,0.673,1.2552999,0.75259995,9.4943,5.8986998,0.81399995,10.758599,3.4891,8.3756,0.68259996,13.0391,1.9977,0.5376,6.2332997,3.0159,5.5371,1.1996,0.8874,22.957699,0.84,19.812399,0.40989998,3.4088,,9.126699,0.504,13.863999,0.93289995,2.1611,7.6268997,3.549,0.504,22.2607,8.4271,1.0101,0.5517,14.7526,0.2332,0.3524,3.6697,0.48049998,0.3401,12.973599,12.086599,21.300999,7.4005,6.2693,11.4366,0.4917,0.7906,3.072,,0.7248,9.5611,6.8643,3.5651,5.0393,25.5297,7.2142,7.2183,0.9198,1.0024999,0.28129998,0.7351,1.2695,,1.3435,0.7809,1.7881,1.0471,3.8732998,1.6607,12.920099,13.0497,0.5854,18.7117,0.4218,2.4493,0.64599997,3.1534,8.5998,3.02,14.0766,1.2548,0.6477,2.6287,0.4913,0.69629997,0.24329999,1.6775999,0.6723,0.3076,4.473,2.187,15.32,13.8644,17.743,7.3447,4.1461,7.7328997,3.9685,1.2592,,0.4773,1.1997,5.9379,6.9565,7.6089997,10.6117,6.9814997,12.6409,9.9879,10.665199,1.3316,6.7242,0.7827,16.2274,6.2693996,0.6461,18.0522,0.4375,5.6528,9.495299,0.64269996,12.800799,0.66569996,9.5026,0.4217,8.8049,0.7241,1.1712999,0.97859997,5.6358,2.7482,11.3813,1.5562999,0.7033,1.2059,0.2773,0.7452,1.3,7.5316997,1.6000999,13.432699,10.502399,5.8859,30.2121,55.2879,45.0664,1.0991,12.8146,,13.384299,5.2318997,0.7991,1.3491,21.548,1.0429,1.8305999,0.51739997,8.0328,0.0691,12.538199,1.1754999,4.5747,13.821899,1.8554,8.815499,7.5448,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.0823,7.9533005,1.4441001,1.3501999,4.2366,0.5723,12.528501,16.619202,1.1313999,2.9018002,2.7637002,0.98,1.2099,30.5879,36.152103,0.72090006,2.7845998
World,1981,0.5649,1.1682999,0.97309995,9.2066,6.4217,0.85209996,9.7342,3.5542998,7.6674,0.6778,13.2392,1.8346,0.5779,6.0655,3.2212,5.1047,1.1496,0.8627,23.197899,0.7966,19.5669,0.40289998,3.4598,,9.2584,0.5933,14.1463995,0.9428,2.2468,7.1471996,3.7157,0.645,18.482399,8.4776,1.0108,0.5043,14.521899,0.1765,0.3579,3.8100998,0.5848,0.3849,12.4571,13.0863,17.787699,6.4128,6.4723,11.958699,0.5306,0.8225,3.3088999,,0.7525,9.3799,6.9577,3.9882998,5.8009996,24.4004,6.6839,7.4002,1.063,1.3094,0.36389998,0.86689997,1.3704,,1.5055,0.93899995,1.7939999,1.0823,4.1696,1.7006999,13.3818,14.415299,0.64,19.217,0.466,2.5837,0.57769996,3.4933,8.8434,2.6299,14.6909,1.1683999,0.7212,2.6339,0.5062,0.6968,0.254,1.5294,0.7328,0.3267,4.5322,1.3464999,14.5157995,14.2554,17.2692,7.4764,4.0952997,7.7573,4.4477997,1.3716999,,0.4901,0.99289995,5.6064997,6.6928,7.6193,11.0886,7.6025996,12.1439,10.2027,11.025,0.977,7.0179996,0.69,13.546499,5.7297997,0.6789,16.1852,1.0271,5.547,8.6677,0.5257,14.252299,0.6655,9.8657,0.63549995,7.9019,0.6296,1.0718,1.0356,6.164,2.8272,11.7906,1.6403999,0.6303,1.3191999,0.3394,0.7301,1.5976,7.4589996,1.7537999,13.5975,10.8723,6.4062,30.960098,58.4226,47.118,1.1678,12.4295,,12.946899,5.0729,0.7908,1.4520999,21.9378,1.1819,1.4828999,0.5143,10.4369,0.0858,12.869499,0.95159996,4.4848,14.3658,1.88,6.6826,6.1731997,4.08,17.08,2.65,2.27,7.39,1.22,19.51,29.42,2.11,5.65,4.32,2.28,2.81,60.8,91.44,1.82,4.64,2.2454,7.8216,1.3308002,1.207,3.8967,0.49880004,11.9074,15.167701,1.0744,2.8228002,2.6796002,0.6824,1.0562,29.839901,33.017403,0.6522001,2.7599998
